sentence1,sentence2,similarity_score,pred_sim_score_cos,pred_sim_score_euclid,pred_sim_score_dot
une femme est en train de manger quelque chose.,une femme mange de la viande.,0.6,0.72389483,0.10355738,0.42856560990819076
une femme epluche une pomme de terre.,une femme epluche une pomme de terre.,1.0,1.0000001,0.99999976,0.610897004133271
le garcon est tombe de son velo.,un garcon tombe de son velo.,0.96000004,0.873201,0.17242222,0.3452043854106048
la femme joue de la flute.,une femme joue de la flute.,1.0,0.9228429,0.18016508,0.5928554115104883
un lapin court apres un aigle.,un lievre court devant un aigle.,0.84,0.86113274,0.15395609,0.42728417791075307
la femme fait frire une cotelette de porc panee.,une femme prepare une cotelette de porc panee.,0.84,0.8953348,0.18328398,0.37841777372466673
une fille fait voler un cerf-volant.,une fille qui court fait voler un cerf-volant.,0.8,0.96379095,0.27209187,0.43570062951615635
un homme monte un taureau mecanique.,un homme etait a cheval sur un taureau mecanique.,0.8,0.88535655,0.17116456,0.40736750092045176
l'homme joue de la guitare.,un homme joue de la guitare.,0.98179996,0.9375727,0.1952855,0.6204938202202351
une femme danse et chante avec d'autres femmes.,une femme danse et chante sous la pluie.,0.6,0.7966425,0.12513703,0.4397437639173873
un homme est en train de couper un petit pain.,un homme coupe un oignon en tranches.,0.48000002,0.76600146,0.11286648,0.396166444057872
un homme verse de l'huile dans une casserole.,un homme verse de l'huile dans une poele.,0.84,0.9273299,0.19917586,0.48163295262544775
un lion joue avec les gens.,un lion joue avec deux hommes.,0.68,0.9061796,0.16617607,0.5821162288578033
un chien fait du skateboard.,un chien fait du skateboard.,1.0,1.0,0.9999999,0.4484363076852606
quelqu'un est en train de sculpter une statue.,un homme est en train de sculpter une statue.,0.75,0.89801383,0.15326463,0.6592279239916757
une femme coupe un oignon.,un homme est en train de couper un oignon.,0.55,0.86258006,0.1461041,0.49202304027050353
une femme epluche des crevettes.,une femme est en train de peler des crevettes.,1.0,0.7830792,0.13261124,0.3344907515848948
une femme fait frire du poisson.,une femme fait cuire du poisson.,0.8,0.9778724,0.30915573,0.4999963997408507
une femme joue de la guitare electrique.,une femme joue de la guitare.,0.71999997,0.90635055,0.168267,0.5408123642095027
un bebe tigre joue avec une balle.,un bebe joue avec une poupee.,0.32,0.85366446,0.14618495,0.4487641915275405
une personne coupe une tomate en tranches.,une personne coupe de la viande en tranches.,0.35,0.8780557,0.17430046,0.34700434147876785
une personne coupe un oignon.,une personne est en train de couper un oignon.,1.0,0.85445976,0.14158657,0.4957797154979791
un homme joue du piano.,une femme joue du violon.,0.2,0.93250895,0.18999824,0.6093694098385799
une femme joue de la flute.,un homme joue de la guitare.,0.2,0.90005445,0.16068673,0.5939331902946035
un homme est en train de couper une pomme de terre.,un homme est en train de couper des carottes.,0.475,0.89965904,0.1551595,0.6302145199232267
un enfant joue de la guitare.,un garcon joue de la guitare.,0.76,0.9301508,0.193304,0.5552593800197588
un garcon joue de la guitare.,un homme joue de la guitare.,0.64,0.9186067,0.17832822,0.5703050365109653
un homme joue de la guitare.,un garcon joue de la guitare.,0.64,0.9186067,0.17832822,0.5703050365109653
un petit garcon joue du clavier.,un garcon joue au clavier.,0.88,0.9426167,0.21207248,0.5166725398605077
un homme joue de la guitare.,un homme joue de la guitare electrique.,0.75,0.9099438,0.17207962,0.521883763160899
un chien leche un bebe.,un chien est en train de lecher un bebe.,0.95,0.82810783,0.12981713,0.5111562054413709
une femme coupe un oignon.,un homme est en train de couper et d'ogner.,0.64,0.7124962,0.10866894,0.3688721420448847
un homme joue de la guitare.,un homme joue de la batterie.,0.3112,0.9259369,0.18567048,0.5656416164972722
une femme est en train de couper un poivron.,une femme coupe un poivron rouge.,0.7876,0.83997536,0.13084884,0.5476807911339584
un homme joue de la batterie.,un homme joue du tambour.,1.0,0.8456272,0.14039685,0.47973795839106764
une femme monte a cheval.,une femme monte a cheval.,1.0,1.0,1.0,0.47359014719247455
un homme mange une banane pres d'un arbre.,un homme mange une banane.,0.8,0.8757195,0.15238902,0.5130907591497766
un chat joue sur un clavier.,un homme joue de deux claviers.,0.32,0.8757955,0.14440247,0.5781221534095581
un homme abat un arbre avec une hache.,un homme a coupe un arbre avec une hache.,0.95,0.9194066,0.17554992,0.6023583605998742
un enfant joue avec un telephone jouet.,un petit garcon joue avec un telephone jouet.,0.7,0.95064557,0.22610813,0.5353055726459423
un homme conduit une moto.,un homme est a cheval.,0.28,0.80503035,0.12409327,0.48063216733518704
un homme conduit une moto.,un homme est a cheval.,0.28,0.80503035,0.12409327,0.48063216733518704
un ecureuil tourne en rond.,un ecureuil tourne en rond.,0.8,0.99999994,1.0,0.4981540647186055
un homme et une femme s'embrassent.,un homme et une femme s'embrassent.,1.0,1.0,0.99999964,0.7481109483620468
un homme monte dans une voiture.,un homme monte dans une voiture dans un garage.,0.7666,0.9470973,0.2083071,0.6205117781393652
un homme est en train de danser.,un homme parle.,0.120000005,0.7175237,0.103654325,0.4292794155053011
un homme joue de la guitare et chante.,un homme joue de la guitare.,0.5834,0.9260053,0.1825496,0.6092735908932702
une personne coupe des champignons.,une personne coupe des champignons avec un couteau.,0.84,0.9131148,0.18975347,0.43422795001764564
un bebe tigre fait un bruit.,un tigre se promene.,0.4,0.67261213,0.109093785,0.2806894765205846
une personne coupe des oignons.,une personne est en train de peler un oignon.,0.52,0.7996931,0.12944803,0.39943287676842126
un homme joue du piano.,un homme joue de la trompette.,0.32,0.890841,0.156655,0.5684951905742959
une femme epluche une pomme de terre.,une femme epluche une pomme.,0.4,0.9647787,0.25269672,0.5746323745019062
un pankda mange du bambou.,un panda est en train de manger du bambou.,0.84,0.7800095,0.12420864,0.3961373817249804
une personne est en train de peler un oignon.,une personne est en train d'eplucher une aubergine.,0.4,0.8813499,0.15789995,0.4964882725245225
un singe pousse un autre singe.,le singe a pousse l'autre singe.,0.96000004,0.86941355,0.15061976,0.4697304958780069
un ecureuil tourne en rond.,un ecureuil tourne en rond.,0.88,0.99999994,1.0,0.4981540647186055
un homme est en train de lacer sa chaussure.,un homme attache sa chaussure.,1.0,0.84829557,0.14452086,0.4321537669815115
un garcon chante et joue du piano.,un garcon joue du piano.,0.6,0.9222659,0.18323386,0.5626919632152413
un chien mange de la pasteque.,un chien mange un morceau de pasteque.,0.85,0.8746335,0.15416905,0.4510793316669773
une femme est en train de couper des brocolis.,une femme coupe des brocolis avec un couteau.,0.85,0.8071571,0.13437477,0.3888359260404402
un homme est en train d'eplucher une pomme de terre.,un homme a epluche une pomme de terre.,0.76,0.90560645,0.16694582,0.5505431272874658
une femme joue de la guitare.,un homme joue de la guitare.,0.48000002,0.96515816,0.24533631,0.640483586808928
une femme est en train de couper une tomate.,un homme est en train de couper un oignon.,0.32,0.85667133,0.1322797,0.6032215552633706
un homme nage sous l'eau.,une femme nage sous l'eau.,0.4,0.97720236,0.29656827,0.5792809597128398
un homme et une femme se parlent.,un homme et une femme mangent.,0.32,0.908672,0.16036643,0.6713976674484867
un petit chien poursuit une balle de yoga.,un chien poursuit une balle.,0.8,0.82872033,0.13101566,0.4968752353181432
les hommes jouent au cricket.,les hommes jouent au basket-ball.,0.44,0.8802969,0.13892566,0.6229739216312938
un homme part en moto.,un homme est a moto.,0.88,0.820356,0.13404767,0.4365630867771764
un homme joue de la guitare.,un homme chante et joue de la guitare.,0.71999997,0.94607806,0.20560011,0.6369130840184235
l'homme a parle au telephone.,l'homme parle au telephone.,0.71999997,0.9688777,0.27545536,0.508169985671836
un homme est en train de pecher.,un homme fait de l'exercice.,0.1,0.72402406,0.1123345,0.3585871993176338
un homme est en levitation.,un homme parle.,0.16,0.73079515,0.11649382,0.31810640596279255
deux garcons conduisent.,deux baies dansent.,0.120000005,0.68529135,0.11704485,0.24634495618441238
un homme est monte sur un cheval.,une fille monte a cheval.,0.52,0.81767887,0.13663587,0.39127486304267184
un homme est a velo.,un singe fait du velo.,0.4,0.75396675,0.1201741,0.35854347568844763
un homme est en train de couper des pommes de terre.,une femme epluche une pomme de terre.,0.44,0.7103096,0.10062572,0.4467217601745059
une femme epluche une pomme de terre.,un homme coupe une pomme de terre.,0.48000002,0.87924796,0.15023385,0.5530567154462742
un homme joue de la guitare.,someoen joue de la guitare.,0.71999997,0.7532992,0.11181119,0.4403262684970905
une femme est en train de couper un poireau.,une femme est en train de couper du gingembre.,0.44,0.88141584,0.14610675,0.6173069402238996
l'homme a coupe une assiette en papier.,un homme coupe une assiette en papier.,0.96000004,0.92035556,0.18685146,0.5125852046873118
l'homme joue de la guitare.,un homme joue de la flute.,0.3286,0.86798507,0.14293328,0.5680043407847419
un homme joue du piano.,l'homme joue du violon.,0.35,0.8978566,0.15986666,0.5855047233664973
une femme est en train de decouper de la viande.,une femme est en train de paner un peu de viande.,0.45,0.8967518,0.16250502,0.5395161407859217
un homme joue sur son clavier.,un homme joue d'un piano a clavier.,0.8,0.8595431,0.13902156,0.5479077375902103
la dame a coupe les oignons verts.,la dame a coupe un oignon vert.,0.96000004,0.90202636,0.1809593,0.4323148677342867
quelqu'un met des nouilles dans l'eau.,une femme fait bouillir des nouilles dans de l'eau.,0.64,0.8632881,0.14659415,0.4978418398347941
lionel richie danse au plafond.,lionel ritchie danse debout au plafond.,0.8,0.88964415,0.18790759,0.31997836721394074
un homme joue du piano.,une personne joue du piano.,0.88,0.92867225,0.18353397,0.6227789437412227
une femme joue de la flute.,une femme joue de la flute.,0.91999996,1.0,0.99999964,0.6821732864588267
un garcon verifie un calendrier.,un garcon regarde un calendrier.,0.76,0.863876,0.15556592,0.42757614591477294
une femme est en train de couper un oignon.,une femme est en train de couper des oignons.,0.96000004,0.9570407,0.2292006,0.6095952718794254
un homme joue de la guitare.,un homme joue de la guitare.,0.97139996,1.0,1.0,0.660808047368653
une femme utilise une machine a coudre.,une femme est en train de coudre sur une machine.,1.0,0.8241086,0.1288374,0.47590585122792256
une femme fait des crepes.,un chef de bande dessinee fait des crepes.,0.5066,0.7290367,0.12316597,0.28378257627257447
un homme court sur la route.,une voiture est en train de rouler sur la route.,0.2,0.75831306,0.112299025,0.43323492914169476
un homme est monte sur un cheval.,un homme parle au telephone.,0.2,0.7231372,0.11192971,0.3623108215635223
un homme est a velo.,un homme est monte sur un cheval.,0.4,0.6900225,0.105176926,0.3541293410883783
une femme est en train de danser.,un homme est en train de manger.,0.028600002,0.8824295,0.14929192,0.5880696260623366
un homme joue du piano.,un homme joue de la flute.,0.4,0.9014329,0.16284817,0.583005536244286
un homme joue de la flute.,un homme joue du piano.,0.32,0.9014329,0.16284817,0.583005536244286
un homme tourne.,un homme est en train de danser.,0.32,0.75114065,0.11104337,0.4260293357790805
un singe se balance de membre en membre.,un singe se balance d'arbre en arbre.,0.68,0.7870255,0.12017115,0.45889640518895375
les gens sont descendus du train.,les gens sont descendus du train a la gare.,0.8,0.92034173,0.18635535,0.5222253540139158
un chien saute sur un trampoline.,un chien rebondit sur un trampoline.,0.96000004,0.91907763,0.18482079,0.5101371152190501
un garcon joue d'un instrument.,un homme joue de la trompette.,0.5,0.8274048,0.12959866,0.5105002642503461
une femme joue de la guitare.,un homme chante et joue de la guitare.,0.35,0.9148706,0.17046797,0.6186101472826978
une femme choisit une boite de conserve.,une femme coupe une tomate.,0.2,0.7513088,0.113497324,0.42000853131288524
un homme est en train de grimper a une corde.,un homme grimpe sur une corde.,1.0,0.91552395,0.17666513,0.5651028789233715
un homme souleve une voiture.,un homme est en train d'escalader un mur.,0.28,0.76686144,0.116573334,0.42055832992393133
un homme et une femme descendent la rue dans une jeep.,un homme et une femme roulent sur la route dans un vehicule en plein air.,0.8,0.8519115,0.13358955,0.5744407366112868
l'homme torse nu s'est assis sur une chaise.,un homme torse nu est assis sur une chaise.,0.76,0.93473494,0.19412416,0.5969991796614332
deux femmes luttent.,deux femmes se battent sur le sol.,0.8,0.7625669,0.11325919,0.4385559386578303
le chiot jouait avec une balle de tennis bleue.,un chiot joue avec une balle de tennis.,0.8,0.8572308,0.14064257,0.5333449062145504
un kangourou est en train de manger quelque chose.,un kangourou est en train de manger.,0.96000004,0.9475553,0.19385694,0.7830520273015892
un chat joue du piano.,un homme joue de la guitare.,0.120000005,0.8487893,0.13569842,0.5434829757191582
l'homme a coupe du tapis avec un couteau.,un homme coupe un tapis avec un couteau.,0.95,0.9077805,0.17813426,0.46588867235282055
une femme conduit un scooter motorise sur une route.,un homme conduit un scooter.,0.44,0.8087918,0.13442945,0.39223461405395427
quelqu'un coupe un legume.,quelqu'un est en train de couper une tomate.,0.6,0.794322,0.1124363,0.5626852832163378
une femme est en train de danser.,un homme parle.,0.0,0.6491843,0.09448471,0.3751476106251195
un chien leche la bave d'un bebe.,un chien leche un bebe.,0.44,0.8717002,0.15124817,0.49468740554741814
un homme rame sur un bateau.,un homme coupe une tomate en tranches.,0.08,0.75436246,0.116999425,0.37952153510191944
un homme coupe des pommes de terre.,un homme coupe des pommes de terre.,0.96000004,0.99999994,0.99999976,0.5737839712645532
une femme est en train de hacher de l'ail.,la femme coupe l'ail en des.,0.96000004,0.68235254,0.10805715,0.27647231513493425
un animal tourne en rond.,un ecureuil tourne en rond.,0.76,0.8809742,0.1608063,0.46019293224884855
un homme marche lentement sur un pont de corde.,un garcon marche sur un pont.,0.6,0.844192,0.1403097,0.47021084852642697
un homme joue de la guitare.,un homme assis dans une piece joue de la guitare.,0.8,0.879979,0.14976218,0.56792847508291
un homme joue de la flute.,un homme joue de la flute.,1.0,1.0,0.99999976,0.663710810528511
une femme casse deux ufs dans un bol en verre.,une femme casse un uf dans un bol.,0.76,0.917218,0.18145345,0.5346304156139161
un homme coupe un poisson.,un homme etripe un poisson.,0.6,0.86708206,0.15153798,0.4207172618458936
deux hommes font leurs valises dans le coffre d'une voiture.,les hommes mettent des valises dans le coffre de la voiture.,0.88,0.81689346,0.121399984,0.5362815898883208
un homme verse de l'huile sur des tomates.,l'homme a verse de l'huile sur les tomates coupees.,0.76,0.8496527,0.14938839,0.41362921911333334
un homme est en train de decouper quelque chose.,un homme est en train de couper un petit pain.,0.6,0.8525349,0.13104762,0.6187264833674967
un homme pagaie dans un canoe.,un homme joue de la harpe.,0.1334,0.7175587,0.11390963,0.31202760696066295
un homme et une femme marchent ensemble a travers les bois.,un homme et une femme marchent bras dessus bras dessous dans une zone boisee.,0.8,0.826572,0.11805975,0.6311115483474029
la femme a ramasse le kangourou.,une femme ramasse un bebe kangourou.,0.75,0.8136804,0.13898048,0.3720265763322607
les poissons nagent.,un poisson nage.,0.82659996,0.59492886,0.10411004,0.20196629671618194
deux femmes melangent quelque chose dans un robot menager.,deux femmes font quelque chose dans un mixeur.,0.8,0.76877475,0.123301074,0.36917131056720304
une personne surfe sur une grande vague.,une personne est en train de surfer.,0.71999997,0.76150835,0.116303444,0.41173153552874536
un homme joue de la guitare.,un homme poignarde une cible.,0.24000001,0.6914688,0.1006236,0.40375774229223554
un homme joue de la flute dans un groupe.,un homme joue de la guitare.,0.32,0.88714087,0.1509746,0.5989414977841488
l'homme a etale du beurre sur la miche de pain.,un homme etend du beurre sur du pain.,0.8,0.8149682,0.14002873,0.3665104587962052
une personne fait bouillir des nouilles.,une femme fait bouillir des nouilles dans de l'eau.,0.8,0.8819756,0.16201803,0.4627622159829297
un groupe de personnes danse sur une colline.,un groupe de personnes est en train de danser.,0.64,0.86096215,0.13538556,0.589947529909912
un homme est en train de danser dehors.,un homme joue de la flute.,0.2,0.70578974,0.09880162,0.4617405231636336
une femme nourrit un homme.,une femme est en train de melanger de la viande.,0.2,0.6435394,0.102258824,0.29106160624651034
un homme met une casserole dans un four.,une femme est en train de couper un oignon.,0.120000005,0.8129385,0.12346536,0.5187026522545256
une femme est assise a un bureau.,une femme monte un ane.,0.08,0.71927947,0.11778103,0.3031003956988441
les medecins transportent un patient sur un brancard.,un medecin precipite un patient sur une civiere.,0.68,0.8105511,0.13965335,0.3559155033925719
une femme joue de la flute sur scene.,la femme joue de la flute.,0.71999997,0.751331,0.10946941,0.46279869571720106
deux bebes pandas jouent.,deux pandas sont couches ensemble.,0.6,0.71284574,0.12394706,0.2479249060549245
un bebe rit.,un bebe rit et glousse.,0.8,0.5778695,0.09772674,0.225149493170265
un homme joue de la guitare.,un garcon joue du piano.,0.24000001,0.85584533,0.14055371,0.5232285683946869
un homme est en train de plier du papier.,une femme est en train de couper un poivron.,0.120000005,0.8349643,0.12842582,0.5553253992297006
trois femmes dansent.,l'homme est en train de danser.,0.32,0.6863252,0.097913384,0.4143304888683457
les chats jouent entre eux.,deux chats s'affrontent.,0.52,0.66918945,0.09543892,0.4033268823629637
une personne est en train d'ecrire.,une personne ecrit avec un crayon.,0.71999997,0.7170242,0.11216391,0.33479369387282737
un homme est en train de courir.,un homme est en train de courir sur une route.,0.7,0.91425216,0.16624615,0.6380766183728771
la femme est en train de rouler la pate.,une femme est en train de fariner et de rouler la pate.,0.753,0.8784933,0.15579478,0.49955426189135227
une femme ajoute des epices sur une viande.,une femme ajoute du sucre a la viande.,0.55,0.78049964,0.1254965,0.37591993127755935
une femme ajoute de l'huile sur des poissons.,une femme verse de l'eau sur des poissons.,0.45,0.81942606,0.13261612,0.4443728730276219
un jeune garcon tient une guitare.,un petit garcon joue de la guitare.,0.55,0.8768569,0.14850247,0.5583313119830158
un guepard est en train de courir.,un guepard court a travers un champ.,0.76,0.75182974,0.11577484,0.39803545569911475
l'homme mange une pizza.,un homme mange une tranche de pizza.,0.96000004,0.8188655,0.12682271,0.5035199256559498
un orang-outan est dans un bus.,un singe monte dans un bus.,0.71999997,0.79991364,0.12858449,0.41264973174165437
un homme et une femme discutent dans un restaurant.,un homme et une femme sont a velo.,0.24000001,0.6762622,0.08981903,0.450932284937869
un homme joue de la guitare.,un homme est en train de nettoyer une porte en verre.,0.08,0.70523924,0.10109709,0.43386150436351406
une fille chante et joue de la guitare.,un jeune homme chante tout en jouant de la guitare.,0.48000002,0.8879281,0.1480079,0.6296795994915566
une fille communique avec le langage des signes.,une jeune fille utilise le langage des signes.,0.7882,0.8437422,0.14380653,0.43976822832895573
une femme fait des exercices de musculation.,une femme se coiffe.,0.1,0.69682574,0.11102519,0.3137205962931385
un homme monte dans une voiture.,un homme age monte dans une voiture rouge.,0.75,0.859921,0.14663103,0.46364510363020633
une grosse balle verte renverse une pomme de terre.,une grosse balle verte frappe une pomme de terre.,0.8,0.9408903,0.20143828,0.6046115589312973
un chat joue des claviers.,un chat joue du piano.,0.6,0.8884355,0.15506446,0.5682000994539057
deux chiens nagent dans une piscine.,les chiens nagent dans une piscine.,0.84,0.9194503,0.17755716,0.5667878435818396
l'homme a utilise un hachoir pour couper l'oignon.,l'homme a utilise une machine pour hacher une pomme de terre.,0.4,0.8512867,0.15014423,0.40463989253703586
une femme coupe du tofu.,une femme est en train de couper du tofu.,1.0,0.8018468,0.12900953,0.39078032624073605
un troupeau de cerfs traverse la rue.,un troupeau de caribous traverse une route.,0.6,0.82737106,0.13280074,0.4764582958125602
la personne est a cheval.,un homme est a cheval.,0.76,0.8516231,0.14084049,0.5032957553031383
quelqu'un nourrit un animal.,quelqu'un joue du piano.,0.0,0.68651015,0.092572145,0.4884318468340449
quelqu'un coupe des tortillas.,quelqu'un monte a cheval.,0.0,0.7432263,0.11502852,0.38256960992623545
quelqu'un melange les ingredients.,quelqu'un est en train de coudre des choses.,0.05,0.69886595,0.10244536,0.36670170629727833
un coq picore une souris morte.,un poulet picore une souris morte.,0.8,0.95066726,0.23137388,0.48071948446371054
une femme tient un kangourou.,une femme est en train de ramasser un kangourou.,0.65,0.85455024,0.1404087,0.5220107698932969
un homme joue avec des grenouilles,un chat joue avec un appareil photo.,0.15,0.76580524,0.109753564,0.5058494234553673
deux hommes parlent.,deux hommes jouent de la guitare.,0.3,0.79152757,0.11932517,0.48175727000763774
un homme etend du beurre sur un gros morceau de pain.,un homme enduit du beurre sur une tranche de pain a l'ail.,0.7,0.9029776,0.16419713,0.5683778568273231
un homme court a travers un haut fil.,un homme court sur une corde.,0.6,0.79904056,0.12543312,0.44547498609345676
un homme est en train de tondre une pelouse.,une femme coupe un citron.,0.04,0.7552128,0.11660378,0.39951299337864626
un homme ouvre une porte.,un homme joue de la guitare.,0.16,0.72026306,0.100058496,0.4838338387576659
un homme coupe une pomme de terre en morceaux.,un homme coupe une pomme de terre.,0.84,0.93627125,0.1924306,0.6315205030854654
la femme coupe un poulpe cuit.,une femme est en train de decouper un poulpe.,0.76,0.8004072,0.12935776,0.4114265979164649
un homme est en train de percer des planches.,un chien court dans l'eau.,0.08,0.7833359,0.12339443,0.41450885351439076
un homme est en train de danser.,un homme mange du pain.,0.16,0.7601817,0.11145621,0.4599592624170769
quelqu'un joue du piano.,un homme joue de la guitare.,0.24000001,0.8113093,0.12190473,0.5296067094255998
deux renards mangent dans une assiette sur un patio en briques.,les renards mangent dans une assiette.,0.56,0.8379086,0.13856688,0.4488267406081818
un garcon joue au clavier.,un garcon joue du piano.,0.64,0.8872243,0.16244864,0.479525976867424
une personne joue au clavier.,quelqu'un joue du clavier.,1.0,0.81715155,0.13187157,0.43923187646894907
un homme tire au fusil.,un homme est en train de cracher.,0.0,0.70570636,0.10489831,0.3853892634893469
quelqu'un est en train de couper un oignon.,someoen est en train de peler une pomme de terre.,0.2,0.70237297,0.10392319,0.3559939716913792
un homme est en train de nager.,une femme est en train de couper de la viande.,0.0,0.8005256,0.124305785,0.45595859372316067
un homme joue de la guitare.,un homme joue d'une guitare acoustique.,0.75,0.87227046,0.14544956,0.5662102839363897
une femme coupe une citrouille.,une femme monte un elephant.,0.08,0.7880056,0.12606771,0.4027429463549241
une femme est en train de danser.,une femme petrit la pate.,0.08,0.63605857,0.094439305,0.34302462369050335
une femme casse des ufs dans un bol.,une femme place des brochettes sur une etagere.,0.120000005,0.7371224,0.1150582,0.3590399644381149
une voiture se deplace sur une route.,une voiture est en train de rouler sur la route.,0.8,0.8342599,0.12533258,0.5914284075888951
quelqu'un graisse une casserole.,smeone est en train de se coucher.,0.08,0.5655627,0.08598425,0.29900811559139506
un homme joue de la guitare.,un homme est en train d'egoutter des pates.,0.08,0.6934623,0.104592115,0.3490846839944103
une femme boit de la vodka.,une femme fait de l'exercice.,0.08,0.68094754,0.11379416,0.26410412365875163
une femme coupe de la viande en morceaux.,une femme est en train de decouper de la viande.,0.96000004,0.7612349,0.1196559,0.3842741374386351
un homme est en train de rincer un steak.,un homme joue de la guitare.,0.120000005,0.6835723,0.098715104,0.4077006333332986
un homme vend des objets.,un homme nettoie la maison.,0.16,0.68850505,0.10533277,0.3493082904512105
un homme saute un mur.,un homme saute sur un court mur.,0.64,0.8755549,0.1458516,0.5763983666795408
les coureurs font la course autour d'une piste.,les coureurs s'affrontent dans une course.,0.64,0.7548764,0.10712682,0.49654483563212043
un homme donne un coup de pied dans un ballon de foot.,un homme est en train de melanger un bol.,0.120000005,0.76397,0.1108138,0.48801070326681445
une femme est en train de faire frire quelque chose.,une femme monte a cheval.,0.120000005,0.59840417,0.0926477,0.29296358411610773
un chat leche une ventouse.,une femme est en train de couper un concombre.,0.0,0.6965455,0.10433443,0.3651423603194879
une femme danse pres d'un feu.,une femme prend un bain.,0.28,0.8075262,0.13248192,0.3987860012901941
l'homme est en train d'ouvrir un poisson.,un homme coupe une pomme de terre en tranches.,0.44,0.7176181,0.1064404,0.386853701430769
le beurre fond dans une casserole.,un homme fait fondre du beurre dans une poele.,0.71999997,0.78788847,0.1269064,0.3941787539945526
trois garcons sont en train de danser.,les enfants dansent.,0.6222,0.6495197,0.09836792,0.33870457297109346
une femme joue un jeu avec un homme.,un homme joue du piano.,0.120000005,0.8118244,0.122119285,0.5284890241545289
l'homme conduit une voiture blanche.,un homme donne une interview.,0.08,0.5712899,0.08379651,0.34700876589362595
un homme conduisait sa voiture.,un homme conduit une voiture.,0.85,0.7814741,0.121152066,0.43082939213398025
une voiture recule d'un espace.,une voiture sort d'une voie bloquee.,0.6,0.77895236,0.11968844,0.437982543167541
un homme met du fromage sur une pizza.,l'homme a saupoudre du fromage sur la pizza.,1.0,0.8318723,0.13676709,0.403019342153708
le garcon joue du piano.,un garcon joue du piano.,1.0,0.9487884,0.22150554,0.5382275516468018
l'homme jouait de la guitare.,un homme joue de la guitare.,0.75,0.8801031,0.14887998,0.5776816638714775
un homme est a cheval.,un homme joue du clavier.,0.04,0.6891351,0.103415586,0.3684049758878066
un homme marche sur une corde.,un homme est a cheval sur un mo-pad.,0.08,0.7840866,0.121064186,0.4330542221583718
une fille joue de la flute.,un groupe joue sur une scene.,0.2572,0.6797626,0.09529783,0.4399456820660595
les gens descendent d'un train.,un groupe de personnes descend d'un train.,0.91999996,0.78731626,0.12008778,0.45886040259746114
une femme est en train de coudre sur une machine.,une femme est en train de paner un peu de viande.,0.120000005,0.88790184,0.15228274,0.5919480160750269
un chien regarde dans la piscine.,un chien se promene autour d'une piscine.,0.4,0.7998178,0.11743893,0.5287350996985498
un homme est en train de beurrer un morceau de pain.,un homme applique du beurre sur du pain.,1.0,0.78581756,0.11540858,0.4929360312894619
un homme coupe des tomates en morceaux.,une femme est en train de couper des legumes.,0.35999998,0.72350556,0.1091054,0.3901283323217906
